SBX,139.8700806,107.3100709,186.0393533,417.0211084,468.7344088,559.9324775,459.9359912,234.9907277,78.50592334,61.37856167,81.52704053,70.25314966
BS,46.84897178,26.89918769,72.07489951,246.7267295,188.2310617,231.5377089,221.2473331,80.17343217,29.99232202,31.5561589,43.6031911,28.88481885
TK,147.8505357,106.1011107,164.6553357,471.6777393,351.7430098,376.5628652,360.267852,133.1942317,55.96991785,28.16639813,61.53982224,43.54403906
WQX ,677.0217516,509.3296347,1307.796537,2485.20651,3185.314892,2777.93267,3552.168939,1462.841197,400.2969441,358.4793584,756.4549966,447.7557041
